title,subtopic,relevant_content
Talk:Pulp and paper industry,Luffa fibers,"Have luffa fibers ever been considered for making paper? <small>—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:67.176.140.172|67.176.140.172]] ([[User talk:67.176.140.172|talk]] • [[Special:Contributions/67.176.140.172|contribs]]) 15:30, June 23, 2005  (UTC{{{3|}}})</small>"
Talk:Pulp and paper industry,Needs update!,"The statictics are in need of an update.  GP has been bought out! PwC has reported newer data. <small>—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:128.61.138.27|128.61.138.27]] ([[User talk:128.61.138.27|talk]] • [[Special:Contributions/128.61.138.27|contribs]]) 12:40, October 2, 2006   (UTC{{{3|}}})</small>"
Talk:Pulp and paper industry,Is this article worthy of stub status?,"It doesn't talk about the industry at all. It's basically a single table with a small intro. <small>—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:Exposay|Exposay]] ([[User talk:Exposay|talk]] • [[Special:Contributions/Exposay|contribs]]) 21:12, 11 February 2007 (UTC).</small><!-- HagermanBot Auto-Unsigned --> :What are the alternatives?  --[[User:GargoyleMT|GargoyleMT]] 20:00, 12 February 2007 (UTC)"
Talk:Pulp and paper industry,Intro a little silly,"The intro seems a little silly. It says the industry is dominated by ... and then goes on to list most of the earth's continents/regions. [[User:70.57.112.194|70.57.112.194]] 21:31, 7 August 2007 (UTC)Jawshoeaw"
Talk:Pulp and paper industry,"Asia Pulp & Paper...Chinese, Indonesian, or Singaporean?","Currently, APP is listed on this page as a Chinese firm. They have operations in China, however their founder is Indonesian and the company HQ is in Jakarta. According to the article on the company itself, though, it's listed on the Singapore stock index...so what nationality should actually be listed? I'm fairly certain it isn't China. [[User:MezzoMezzo|MezzoMezzo]] ([[User talk:MezzoMezzo|talk]]) 04:00, 2 July 2014 (UTC)"
Talk:Pulp and paper industry,New book that may be of interest for this article:,"The Slain Wood: Papermaking and Its Environmental Consequences in the American South by William Boyd, 2015, Johns Hopkins University Press [[User:Jodi.a.schneider|Jodi.a.schneider]] ([[User talk:Jodi.a.schneider|talk]]) 20:50, 9 November 2015 (UTC)"
Talk:Pulp and paper industry,List of net sale 2007 - jk?,"Don't really care to be involved in this but for the editors, what is jk under what as mentioned in title. Not hyperlinking or linking to anything, it is rather strange, look into it/  <small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/86.20.7.22|86.20.7.22]] ([[User talk:86.20.7.22|talk]]) 23:08, 1 May 2016 (UTC)</small><!-- Template:Unsigned IP --> <!--Autosigned by SineBot-->"
Talk:Pulp and paper industry,Picture on the right,"International Paper is the world’s largest pulp and paper maker. --> By what? tons? Turnover?  <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/193.169.204.11|193.169.204.11]] ([[User talk:193.169.204.11|talk]]) 08:19, 12 July 2016 (UTC)</small> <!--Autosigned by SineBot-->"
Talk:Pulp and paper industry,Svenska Cellulosa,"I'm having strong suspicions that the Svenska Cellulosa revenue numbers are supposed to be in SK and are shown in $$$ which would mean a mistake with a factor of ~8  <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/194.13.111.100|194.13.111.100]] ([[User talk:194.13.111.100#top|talk]]) 11:11, 8 March 2018 (UTC)</small> <!--Autosigned by SineBot-->"
Talk:Pulp and paper industry,AQ and Xylanase usage,"''Use of surfactants and anthraquinone have reduced alkali consumption in Pulp Cooking and use of Xylanase enzymes in bleaching operation is effective to decreasing AOX discharges in Pulp mill effluent.''  Anthraquinone is not used anymore that I know, the reason is it being carcinogenic. Xylanase is rarely used. It works well in a controlled lab setting but less so in pulp mills due to the varying properties of the bulk produced enzyme.  I suggest the cited part of the article is removed. <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/90.230.157.211|90.230.157.211]] ([[User talk:90.230.157.211#top|talk]]) 08:39, 16 November 2020 (UTC)</small>"
Talk:Semiconductor industry,Wiki Education assignment: Technology Workforce Directed Study,"{{dashboard.wikiedu.org assignment | course = Wikipedia:Wiki_Ed/Rutgers_University/Technology_Workforce_Directed_Study_(Spring) | assignments = [[User:STEMLaborPolicy|STEMLaborPolicy]] | start_date = 2023-01-17 | end_date = 2023-05-19 }}  <span class=""wikied-assignment"" style=""font-size:85%;"">— Assignment last updated by [[User:STEMLaborPolicy|STEMLaborPolicy]] ([[User talk:STEMLaborPolicy|talk]]) 00:28, 13 February 2023 (UTC)</span>"
Talk:Software industry,Software Industry Data,"I have distilled a revenue table from a Software Magazine report. It would be swell if someone could make a nice pie chart out of it. [[User:Mikeblas|Mikeblas]] 10:49, 27 December 2005 (UTC)"
Talk:Software industry,Microsoft,"This sentence bothers me, and i'm a total Microsoft fanboy: ""As of 2006, the client software industry is dominated by Microsoft."" It doesn't sound like a NPOV, especially when there's no source citation, and there's no context behind the statement.  It's rather subjective since ""dominating"" can mean different things.  And what's the significance of the year 2006?  Please remove this sentence, or cite it.  Thx. --[[User:0xDEADC0DE|0xDEADC0DE]] ([[User talk:0xDEADC0DE|talk]]) 22:24, 15 February 2008 (UTC)"
Talk:Software industry,Merging,"Maybe if this article gets expanded id won't need to be merged, but from my point of view, it seems highely unlikely that this will happen.[[User:Drydom|<span style=""color:#50c122;"">D</span><span style=""color:#3f9946;"">r</span><span style=""color:#317766;"">y</span><span style=""color:#21508a;"">d</span><span style=""color:#132da9;"">o</span><span style=""color:#0206ce;"">m</span>]] [[ user talk: drydom|<sup>Any thoughts?</sup>]] 05:44, 15 March 2008 (UTC)"
Talk:Software industry,Concerns over this article,"As it stands, this article is so misleading that it raises doubts about whether it should be deleted. It is nothing like B-Class on any objective scale. - [[User:Pointillist|Pointillist]] ([[User talk:Pointillist|talk]]) 00:38, 12 June 2008 (UTC). For example:"
Talk:Software industry,==United States mention is misleading==,"*The 27 December edit [http://en.wikipedia.org/w/index.php?title=Software_industry&oldid=32865087 here] by [[User:Mikeblas]] incorporated the Software 500 table from Software Magazine. On 11 April 2007 the edit [http://en.wikipedia.org/w/index.php?title=Software_industry&diff=122031644&oldid=122019726 here] by [[User:Wackymacs]] analysed this data. I don't know about the U.S. figures, but $4.4 million US$ for Germany for ""the total amount of revenue brought by software and software services companies"" is completely wrong. SAP is based in Germany and they reported €2,018,000,000 global income for FY 2004 (per [http://www.sap.com/about/investor/reports/annualreport/2004/en/financials/information.html]). The Wikipedia article on [[SAP AG|SAP]] says they are the 3rd largest software vendor in the world, so it is misleading to say that ""The largest and most profitable of software companies are located in the United States"" in [http://en.wikipedia.org/w/index.php?title=Software_industry&direction=next&oldid=84464077 this edit]. The problem is that the [http://www.softwaremag.com/SW500/index.cfm?&CFID=19573323&CFTOKEN=6120279 Software Magazine 2007 listing] uses SAP's US location as the reference point. On this basis how can we trust any of their figures?  Until two years ago, Software Magazine was a US list. Only US revenues could be entered. Hence SAP entered only its US revenues at the time. At the moment their list is becoming more international and worldwide revenues can be entered. Still, as Software Magazine is sold in the US mostly, non-US software companies do not know it and do not seek listing in the Software 500. [[User:BalderV|BalderV]] ([[User talk:BalderV|talk]]) 14:37, 24 September 2009 (UTC)"
Talk:Software industry,==History section==,"Description of Digital Equipment (DEC) being associated with microcomputers is misleading unless Wikipedia defines microcomputers different than any other place I've ever seen the term used.  Although DEC began making what today would be called components, it is most associated with minicomputers.  But I don't think it was first as implied in this section [[User:Dennisbyron|Dennisbyron]] ([[User talk:Dennisbyron|talk]]) 17:17, 22 October 2009 (UTC)  Also the AS/400 came much later than the fist minicomputer and was really a successor to IBM products knows as the Systems /3 and /3x instead of a reaction to the success of DEC and other mini manufacturers [[User:Dennisbyron|Dennisbyron]] ([[User talk:Dennisbyron|talk]]) 17:20, 22 October 2009 (UTC)  I believe Microsoft's first product, written by Allen, was a version of Basic.  I think the company wrote DOS to get the contract related to the IBM PC [[User:Dennisbyron|Dennisbyron]] ([[User talk:Dennisbyron|talk]]) 17:23, 22 October 2009 (UTC)  Jumping from there to SaaS leaves out an awful lot of software history??? [[User:Dennisbyron|Dennisbyron]] ([[User talk:Dennisbyron|talk]]) 17:23, 22 October 2009 (UTC)  The use of the term ""piracy"" in the sentence ""SaaS reduces the concerns about software piracy"" is pretty POV.  As the FSF has remarked, do we really want to compare ""unauthorized use"" with ""kidnapping and murder on the high seas""?  So i would suggest the much more neutral ""SaaS reduces concerns about unauthorized use of software"".  [[User:Son of eugene|Son of eugene]] ([[User talk:Son of eugene|talk]]) 06:58, 29 November 2010 (UTC)  'The word ""software"" was coined as a prank as early as 1953' -- the citation here is self-published, original research: one individual claiming to have coined the term in 1953. I strongly suggest it be removed. [[User:Eggsyntax|eggsyntax]] ([[User talk:Eggsyntax|talk]]) 17:04, 4 November 2014 (UTC)"
Talk:Software industry,"==Definition of ""Software Industry"" is inconsistent==","*[http://en.wikipedia.org/w/index.php?title=Software_industry&direction=next&oldid=84464077 This edit on 18 Nov 2006] said that software services are part of the industry. If that is correct then unreported revenues earned by implementation partners (PwC, Accenture, KPMG, etc) are part of the industry. Do the figures from Software Magazine include these revenues allocated to the correct location? If not, they are irrelevant."
Talk:Software industry,"==""Started... at the time of the PC revolution"" is misleading==","*It is probably true that the industry dates from the mid-1970s (before then most development was done in-house by hardware vendors) but this phrasing implies that the software industry is concerned only with microcomputer applications. That doesn't seem to be how companies like [[CA, Inc.|Computer Associates]], [[SAP AG|SAP]], [[SSA Global Technologies|SSA]], [[Nomad software|Nomad]] etc., achieved success."
Talk:Software industry,"==""Sectors"" is misleading==","*This section was originally titled ""practices"" in [http://en.wikipedia.org/w/index.php?title=Software_industry&direction=next&oldid=122019726 this edit]. [[User:Chendy]] re-titled it to ""Sectors"" in [http://en.wikipedia.org/w/index.php?title=Software_industry&direction=next&oldid=177137604 this edit] but I think ""Licensing models"" would be a better title. Either way, a distinction between ""Perpetual"" and ""Subscription"" would be useful. *The implication that only ""Commercial"" software is used for commercial purposes is misleading, given how much open source software is in commercial use.  The suppliers associated with the various sectors are misleading as examples in that most of the software market leaders develop and market all the various types of software listed.  You cannot simply associate IBM and Microsoft with infrastructure software (what about Notes and Office) or Oracle and SAP with applications software (what about the Oracle database and NetWeaver) [[User:Dennisbyron|Dennisbyron]] ([[User talk:Dennisbyron|talk]]) 17:27, 22 October 2009 (UTC)"
Talk:Software industry,==Failure to describe strategic models in the industry==,"*The 'Overview' section makes a good distinction between proprietory and open source models but says ""Developing proprietary software is costly"" is if developing open source software is not. The difference mainly lies in the way the costs are borne. *There's no mention of [[Vendor lock-in]] which is part of every vendor's model. *There's also no mention of the costs of supporting software: e.g. that it can cost more to support a product than it took to develop it. Ideally this would be used to describe the business model, e.g. ERP vendors charge 15-20% of the license cost per year to ""maintain"" their product (but expect infrequent product upgrades) whereas PC software vendors don't necessarily charge for maintenance but may charge for frequent product upgrades. *More generally, the ""Sectors"" section fails to discuss: **Corporate models, e.g. ""products offered"" vs ""markets served"" (these are major strategic issues for software developers and publishers). **Market models, e.g. ""Enterprise"", ""Department"", ""End user"", ""Developer"". **Product/Service delivery models, e.g. ""Product"", ""Implementation"", ""Maintenance"", ""Turnkey"""
Talk:Software industry,=Lack of references=,"*Every statement in Wikipedia should be verifiable using external references - at least one per sentence. This article has only three references including the link to the maybe irrelevant Software Magazine article. :softwaretop100.org is not [[WP:RS]] -- [[User:Esoteric Rogue|<span style=""color:#70E;font-style:italic;font-weight:900"">Esoteric</span><span style=""color:#960;font-variant:Small-caps;font-weight:900"">Rogue</span>]][[User talk:Esoteric Rogue|<span style=""font-size:80%""> Talk</span>]] 15:22, 30 January 2010 (UTC) ::Related, I removed Geography section.  After removing two bad sources, the only content might have been ""The United States of America is clearly the leader"" which isn't clear to me. -- [[User:Esoteric Rogue|<span style=""color:#70E;font-style:italic;font-weight:900"">Esoteric</span><span style=""color:#960;font-variant:Small-caps;font-weight:900"">Rogue</span>]][[User talk:Esoteric Rogue|<span style=""font-size:80%""> Talk</span>]] 15:33, 30 January 2010 (UTC) ::softwaretop100.org is [[WP:RS]]. Let's try to improve instead of merely delete what we don't like. Wikipedia was not built on deleted content. --[[User:BalderV|BalderV]] ([[User talk:BalderV|talk]]) 11:22, 16 February 2010 (UTC)"
Talk:Software industry,=System integration=,"*Does the software industry definition also include activities from systems integration and custom/offshore software development? Or is the scope more limited, to prepackaged software? I think the definition should be precise on this. Probably SaaS should also be mentioned in the definition. [[User:BalderV|BalderV]] ([[User talk:BalderV|talk]]) 14:54, 24 September 2009 (UTC)"
Talk:Software industry,=Buy vs build=,"I might add something from this: https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8085093 on buy versus build. [[User:Talpedia|Talpedia]] ([[User talk:Talpedia|talk]]) 11:33, 5 September 2021 (UTC)"
Talk:Software industry,Wrong article description?,"""Class of businesses specializing in kishan the development, maintenance and publication of software"" the word kishan shouldn't be there should it? I can't remove it because the page is protected but maybe someone else can. [[User:MagicPupper|MagicPupper]] ([[User talk:MagicPupper|talk]]) 10:40, 23 June 2023 (UTC)"
Talk:Space industry,Potential overlap with [[Commercialization of space]],"For the discussion of this potential overlap, see [http://en.wikipedia.org/wiki/Talk:Commercialization_of_space#Rename_to_space_economy_or_history_of_space_commercialization_.2F_merge_with_space_industry here].--<sub style=""border:1px solid #228B22;padding:1px;"">[[User:Piotrus|Piotr Konieczny aka Prokonsul Piotrus]]&#124;[[User talk:Piotrus|<span style=""color:#7CFC00; background:#006400;""> talk </span>]]</sub> 01:24, 10 June 2011 (UTC)"
Talk:Space industry,"""industry"" can't be ""companies""","I removed a clarification request claiming that ""industry"" can't be ""companies"". [[Industry]] (a branch of economy) is composed of many companies. I see nothing wrong with this statement. It took me seconds to find a book that states: [http://books.google.com/books?id=xTMWzXuPqgwC&pg=PA137#v=onepage&q&f=false ""another definition of the term is that an industry is composed of companies who...""]. QED? --<sub style=""border:1px solid #228B22;padding:1px;"">[[User:Piotrus|Piotr Konieczny aka Prokonsul Piotrus]]&#124;[[User talk:Piotrus|<span style=""color:#7CFC00; background:#006400;""> talk </span>]]</sub> 16:59, 23 June 2011 (UTC)"
Talk:Space industry,Space industry,"I don't know to read english [[Special:Contributions/2405:201:D02D:C023:20EF:98B:323C:73B8|2405:201:D02D:C023:20EF:98B:323C:73B8]] ([[User talk:2405:201:D02D:C023:20EF:98B:323C:73B8|talk]]) 13:42, 2 December 2022 (UTC)"
Talk:Sport industry,Notes,"The article that I chose to edit for my WISER Report was the Sports Industry. When I came across the article in Wikipedia, I noticed that it was very brief, and it only had three sources. It lacks credibility and support. There is a need for more credible sources and other information regarding the topic. Since the sports industry has such an impact in today’s economy I believe we can add more description to the article.  In the original definition it stated that the Sports Industry “is the manufacturing of sport related goods, services, and ideas through the combination of sport activities with business, mass media, and politics.” My revisions would change this definition to say the Sports Industry is a market in which people, activities, business, and organizations involved in producing, facilitating, promoting, or organizing any activity, experience, or business enterprise focused on sports. It is the market in which the businesses are products offered to its buyers are sports related and may be goods, services, people, places, or ideas.  :I hope you got a good mark but I took it out again since it was confusing and inappropriate to have weirdly specific academese from particular papers of no special importance be the main focus of the article. [[Special:Contributions/99.249.254.228|99.249.254.228]] ([[User talk:99.249.254.228|talk]]) 17:41, 18 September 2013 (UTC)"
Talk:Sugar industry,Untitled,"What about the scandal such as ""50 Years Ago, Sugar Industry Quietly Paid Scientists To Point Blame At Fat"" https://www.npr.org/sections/thetwo-way/2016/09/13/493739074/50-years-ago-sugar-industry-quietly-paid-scientists-to-point-blame-at-fat  [[Special:Contributions/142.183.34.175|142.183.34.175]] ([[User talk:142.183.34.175|talk]]) 06:39, 11 September 2020 (UTC)"
Talk:Sugar industry,Where is the quotation?,"Twice in the article it is stated that 3/4 of sugar is not traded on the open market. Where is the quotation for this claim?  Having read through the editing history, the user HLHJ first added this statement on the 19 of august 2018 with the note: ""added information from [https://en.wikipedia.org/w/index.php?title=Sugar&oldid=831767928#Market an old version of the ""Sugar"" article], some punctuation and phrasing edits to the remainder"". Having looked at the old wikipedia post HLHJ refered to, the only source cited is the following article from the Washington Times by Phillip Judson, which is also source 3 in this article.  Even though Philip mentions in his article that 3/4 of all sugar is traded off market, he doesn't support his claim nor can I find any corroborating sources other than this one offhanded opinion piece.  I'm new to Wikipedia and are as such unfamiliar with protocols and rules regarding sources. However, I believe this to be a red herring."
Talk:Textile industry,Confused structure,"This article seems to contain information from one or two different perspectives. It includes general info on the industrial revolution.  Also, I can't find an article on textiles or the cotton industry in the UK: which seems to me an omission. I've just wrote an article on a couple of specific aspects of this decline and was hoping to link them in, but they don't really go with this, which has an international perspective (sort of).  [[User:JimKillock|Jim Killock]] [[User_talk:JimKillock|(talk)]] 18:41, 16 January 2011 (UTC)  Wow niccce [[User:Param3133|Param3133]] ([[User talk:Param3133|talk]]) 06:59, 8 April 2016 (UTC)"
Talk:Textile industry,Duplicate content,"Much of this page seems to be duplicated from [[Textile manufacture during the Industrial Revolution]]. Should this be removed? [[User:JimKillock|Jim Killock]] [[User_talk:JimKillock|(talk)]] 19:56, 17 January 2011 (UTC) ::not yet--wiki has to have some duplication between a broad article and a narrower one covering same topics. [[User:Rjensen|Rjensen]] ([[User talk:Rjensen|talk]]) 00:09, 18 January 2011 (UTC) ::: [[Textile manufacture during the Industrial Revolution]] was my baby and it doesn't belong here. Neither does references to a TV trivia. I will start the cull now- and then we can build a new meta-article that addresses global issues that Dr Soundarapandian talks about in his Growth and Prospects of Handloom Sector in India, such as global production quotas, GATT, the largest producer nations.--[[User:ClemRutter|ClemRutter]] ([[User talk:ClemRutter|talk]]) 18:52, 5 October 2011 (UTC)"
Talk:Textile industry,Blacklisted Links Found on [[Textile industry]],"Cyberbot II has detected links on [[Textile industry]] which have been added to the blacklist, either globally or locally. Links tend to be blacklisted because they have a history of being spammed or are highly inappropriate for Wikipedia. The addition will be logged at one of these locations: [[MediaWiki_talk:Spam-blacklist/log|local]] or [[m:Spam_blacklist/log|global]] If you believe the specific link should be exempt from the blacklist, you may [[MediaWiki talk:Spam-whitelist|request that it is white-listed]]. Alternatively, you may request that the link is removed from or altered on the blacklist [[MediaWiki talk:Spam-blacklist|locally]] or [[m:Talk:Spam Blacklist|globally]]. When requesting whitelisting, be sure to supply the link to be whitelisted and wrap the link in nowiki tags. Please do not remove the tag until the issue is resolved. You may set the invisible parameter to ""true"" whilst requests to white-list are being processed. Should you require any help with this process, please ask at the [[WP:Help desk|help desk]].  '''Below is a list of links that were found on the main page:'''  *<nowiki>http://newsletter.sgs.com/eNewsletterPro/uploadedimages/000006/sgs-safeguards-06012-draft-announcement-of-new-revised-product-standard-a4-en-12.pdf</nowiki> *:''Triggered by <code>\bsgs\.com\b</code> on the local blacklist''  If you would like me to provide more information on the talk page, contact [[User:Cyberpower678]] and ask him to program me with more info.  From your friendly hard working bot.—[[User:Cyberbot II|<sup style=""color:green;font-family:Courier;"">cyberbot II</sup>]]<small><sub style=""margin-left:-14.9ex;color:green;font-family:Comic Sans MS;"">[[User talk:Cyberbot II|<span style=""color:green;"">Talk to my owner</span>]]:Online</sub></small> 15:16, 1 April 2015 (UTC)"
Talk:Textile industry,Article Focus,"Article focus is upon weaving with no mention of knitting. Will begin to include some.  <small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/216.81.81.84|216.81.81.84]] ([[User talk:216.81.81.84|talk]]) 16:22, 8 June 2015 (UTC)</small><!-- Template:Unsigned IP --> <!--Autosigned by SineBot--> :Good- if you get a user name you can watch for changes too.-- <span class=""vcard""><span class=""fn nickname"">[[User:ClemRutter|Clem Rutter]]</span> ([[User talk:ClemRutter|talk]])</span> 16:18, 9 June 2015 (UTC)"
Talk:Textile industry,Blacklisted Links Found on [[Textile industry]],"Cyberbot II has detected links on [[Textile industry]] which have been added to the blacklist, either globally or locally. Links tend to be blacklisted because they have a history of being spammed or are highly inappropriate for Wikipedia. The addition will be logged at one of these locations: [[MediaWiki_talk:Spam-blacklist/log|local]] or [[m:Spam_blacklist/log|global]] If you believe the specific link should be exempt from the blacklist, you may [[MediaWiki talk:Spam-whitelist|request that it is white-listed]]. Alternatively, you may request that the link is removed from or altered on the blacklist [[MediaWiki talk:Spam-blacklist|locally]] or [[m:Talk:Spam Blacklist|globally]]. When requesting whitelisting, be sure to supply the link to be whitelisted and wrap the link in nowiki tags. Please do not remove the tag until the issue is resolved. You may set the invisible parameter to ""true"" whilst requests to white-list are being processed. Should you require any help with this process, please ask at the [[WP:Help desk|help desk]].  '''Below is a list of links that were found on the main page:'''  *<nowiki>http://www.sgs.com/en/Our-Company/News-and-Media-Center/News-and-Press-Releases/2011/09/Softlines-Restricted-Substance-Manual-Softlines-Green-Pulse.aspx</nowiki> *:''Triggered by <code>\bsgs\.com\b</code> on the local blacklist''  If you would like me to provide more information on the talk page, contact [[User:Cyberpower678]] and ask him to program me with more info.  From your friendly hard working bot.—[[User:Cyberbot II|<sup style=""color:green;font-family:Courier;"">cyberbot II</sup>]]<small><sub style=""margin-left:-14.9ex;color:green;font-family:Comic Sans MS;"">[[User talk:Cyberbot II|<span style=""color:green;"">Talk to my owner</span>]]:Online</sub></small> 17:00, 11 August 2015 (UTC)"
Talk:Textile industry,Incorrect Link,"Citation number 33 does not match the description or relate to the textile industry. # 33 - http://www.itcb.org/ [[User:Alclark710|Alclark710]] ([[User talk:Alclark710|talk]]) 00:29, 20 November 2017 (UTC)"
Talk:Textile industry,History...UK...suggestions,"The Industrial Revolution section has several paras starting “In 17xx ..... (inventions detailed).   One of these makes little sense until the 19th Century subsection starts, when we can read “With the Cartwright Loom, the Spinning Mule and the Boulton & Watt steam engine, the pieces were in place to build a mechanised woven fabric textile industry.”  I suggest that A. there be a few words before the ‘several paras’ I’ve mentioned to introduce them and what they’re about, B. there be some re-writing, perhaps in both areas, such that the reader can see the invention names mentioned in the quote above in those ‘several paras’. This should all aid flow a lot, and make this part of the article easily digestible.  Don’t get me wrong, I think that the info presented is good, but it’s a bit disjointed. [[User:Boscaswell|<span style=""color: green"">Boscaswell</span>]] [[User talk:Boscaswell|<span style=""color: maroon"">talk</span>]] 22:59, 13 October 2019 (UTC)"
Talk:Textile industry,The citation removed without any edit summary,"The user who is engaged in edit war with me, has removed the citation [[https://en.wikipedia.org/w/index.php?title=Textile_industry&diff=prev&oldid=987042284&diffmode=source]] from the lead without any edit summary. The necessity for citations in a lead should be determined on a case-by-case basis by editorial [[wikipedia:Consensus|consensus]]. <u>Complex, current, or controversial subjects may require many citations</u>; others, few or none. The presence of citations in the introduction is neither required in every article''' nor prohibited '''in any article. [[Wikipedia:Manual of Style/Lead section]], [[MOS:CITELEAD]]. Since the textile industry is vast, and deals with many areas. Justifying the complexities, one citation is required. Citations have several important purposes: to uphold.By citing sources for Wikipedia content, you enable users to [[wikipedia:V|verify]] that the information given is supported by reliable sources, thus improving the [[Reliability of Wikipedia|credibility of Wikipedia]] Is there any harm to add one reference. Kindly discuss. Thanks and regards [[User:RAJIVVASUDEV|RAJIVVASUDEV]] ([[User talk:RAJIVVASUDEV|talk]]) 05:45, 5 November 2020 (UTC) :As I said in my edsum, [[WP:LEAD]]. -[[User:Roxy the dog|'''Roxy''' <small>the inedible dog </small>.]] [[User talk:Roxy the dog|'''wooF''']] 07:05, 5 November 2020 (UTC) :: I reverted it. Your edit summary has to justify my argument. Or let other users decide. Stay away. [[User:RAJIVVASUDEV|RAJIVVASUDEV]] ([[User talk:RAJIVVASUDEV|talk]]) 07:14, 5 November 2020 (UTC) ::: {{ping|Bonadea}} I am sorry to bother you here. Please help us to resolve this conflict. You can guide us. Thanks and regards [[User:RAJIVVASUDEV|RAJIVVASUDEV]] ([[User talk:RAJIVVASUDEV|talk]]) 09:59, 5 November 2020 (UTC) ::::I agree with removing the citation. There are two reasons: the lead does not contain any complex or controversial information, it is a simple statement of a fairly self-evident fact, and so it is a very good example of a redundant citation, as described in [[MOS:LEADCITE]]. Secondly, I'm not sure if you noticed that the source you used actually has the exact same phrasing as the lead of the Wikipedia article. Since that lead has been in the article since [https://en.wikipedia.org/w/index.php?title=Textile_industry&oldid=735522543 at least 2016] and the book was published in 2018, the authors have apparently lifted the text straight from Wikipedia. That makes it a derivative work, and the reference is [[WP:CIRCULAR|circular]]. Since the fact is, as I said, self-evident, it is the kind of information that can't really be phrased in a lot of different ways, but this is word-for-word identical. (In fact, it is word-for-word identical to a version of the lede that was still there at the beginning of 2018, but has been slightly rephrased since then.)  --''[[User:Bonadea|bonadea]]'' <small>[[Special:Contributions/Bonadea|contributions]] [[User talk:Bonadea|talk]]</small> 10:39, 5 November 2020 (UTC) ::::: Appreciate your immediate response and thanks for making it easy to understand. Regards [[User:RAJIVVASUDEV|RAJIVVASUDEV]] ([[User talk:RAJIVVASUDEV|talk]]) 10:58, 5 November 2020 (UTC)"
Talk:Textile industry,Copyright problem removed,"[[File:Copyright-problem.svg|32px]] Prior content in this article duplicated one or more previously published sources. The material was copied from: http://ipsnews.net/business/2021/01/06/the-rise-of-bangladeshs-apparel-and-textile-industry. Copied or closely paraphrased material has been rewritten or removed and must not be restored, ''unless'' it is duly released under a compatible license. (For more information, please see [[WP:COPYRIGHT#Using copyrighted work from others|""using copyrighted works from others""]] if you are not the copyright holder of this material, or [[WP:Donating copyrighted materials|""donating copyrighted materials""]] if you are.)  For [[WP:Copyrights|legal reasons]], we cannot accept [[WP:Copyrights|copyrighted]] text or images borrowed from other web sites or published material; such additions will be deleted. Contributors may use copyrighted publications as a source of ''information'', and, if allowed under [[fair use]], may copy sentences and phrases, provided they are included in quotation marks and [[WP:CS|referenced]] properly. The material may also be rewritten, providing it does not infringe on the copyright of the original ''or'' [[WP:Plagiarism|plagiarize]] from that source. Therefore, such paraphrased portions must provide their source. Please see our [[WP:NFC#Text|guideline on non-free text]] for how to properly implement limited quotations of copyrighted text. Wikipedia takes copyright violations '''very seriously''', and persistent violators '''will''' be [[WP:Blocking policy|blocked]] from editing. While we appreciate contributions, we must require all contributors to understand and comply with these policies. Thank you. <!-- Template:Cclean --> ''-- [[User:Asartea|<span style=""color:#ad0000;"">Asartea</span>]] [[User Talk:Asartea|<span style=""color:#ad0000;""><sup>Talk</sup></span>]] <sup>|</sup> [[Special:Contributions/Asartea|<span style=""color:#ad0000;""><sup>Contribs</sup></span>]]'' 09:37, 17 April 2021 (UTC)"
